lines_changed,files_touched,author_exp,repo,weekday,pr_close_time_hours,pr_merged
31.709030737775684,3,4,A,Wed,46.33051583069099,1
40.0493608569327,3,8,A,Mon,31.76916931861942,1
66.53898801308786,1,4,A,Fri,35.876031093084706,1
24.807333041541373,2,6,B,Wed,32.16491571977766,1
19.84224991162462,4,6,A,Wed,36.344717328003036,0
50.769925189599334,3,4,A,Sat,44.44190401847652,0
52.50891619376624,3,1,A,Thu,61.463444228512905,0
65.67539385367564,2,4,B,Wed,45.947571321980575,1
58.87434783850246,3,6,B,Sun,39.281759046029705,1
53.38075943211856,1,6,A,Thu,44.866834747130994,0
33.46398443992254,2,3,B,Fri,45.73980078232816,0
51.86587382442156,2,0,B,Sun,62.801580323087336,0
53.28837636609188,3,5,A,Sat,47.23091871929052,0
32.873407115000276,5,2,B,Sun,57.316233969154794,0
99.68926929669657,3,4,B,Mon,55.27991675860385,1
57.669259088108866,6,3,B,Mon,67.83204292084355,0
28.6190645557094,2,1,A,Fri,48.185292974211876,1
65.81824289284911,5,6,A,Fri,48.28369423913392,1
70.72490720250283,6,4,A,Sun,62.196108811764304,0
56.16377261078274,6,6,B,Sat,47.670831358546074,1
41.56386191762802,3,8,C,Sat,35.48175834109596,1
32.20441586596343,4,3,A,Tue,54.83682259855834,1
45.02081637593572,3,4,A,Wed,49.05804088486113,1
54.43114785030912,2,8,B,Wed,30.61080579697643,1
46.94810350697562,5,9,C,Wed,38.112951487773486,1
85.63564148601273,4,3,C,Thu,58.872337353941205,1
61.52948326777788,2,4,B,Tue,41.269844438576676,1
30.491037805706974,0,4,C,Sun,36.912262410891834,1
27.1448897724143,0,7,A,Wed,18.78549628644848,1
57.88444946355972,5,3,A,Thu,55.39839664842148,1
42.00385768238843,6,3,A,Thu,60.15975262183069,1
63.85256884686251,1,6,B,Mon,40.88359061924074,1
57.65445126718623,2,4,A,Thu,49.51397893346135,1
45.11099627906616,5,5,A,Fri,50.13123083027678,0
30.659926701871136,4,5,A,Sat,49.53639861004336,0
20.995442990312657,3,5,A,Thu,38.68991070681699,1
51.44608970056347,2,9,C,Fri,33.76340644039778,0
24.597070232247376,0,4,A,Fri,44.337959798461945,0
30.058796711534313,4,4,A,Mon,44.28520410207504,1
50.066902688958464,5,8,B,Sun,47.48746125240716,0
47.935446699159556,2,7,A,Mon,27.436709927426477,1
26.074291265917825,3,3,B,Thu,48.59535239727266,1
74.19105857759119,7,6,C,Mon,53.091426399138065,1
73.33369188201775,5,7,C,Mon,43.07605642670841,1
58.70032754575078,3,8,C,Sun,33.27000428864553,1
58.668884780591526,1,4,A,Sat,41.53964551283783,1
58.700640165701266,3,2,B,Wed,47.5954948880434,1
189.17845324510907,4,3,A,Thu,90.7814907132456,0
70.45805220926727,1,9,A,Sun,33.907155502070744,1
62.200081451259976,3,5,A,Thu,48.59165995150278,1
31.883460164943315,3,9,A,Thu,32.94265045458972,1
41.735466474926604,4,4,C,Mon,53.29598136461724,0
116.65396966738498,1,8,A,Sat,41.052121380987224,0
16.83516987016349,2,2,B,Mon,44.511390246295214,1
37.196151458975685,3,1,A,Fri,61.397353908218435,0
74.36478919896766,2,5,A,Tue,51.64212355127192,1
32.8571231530797,1,6,C,Tue,35.9818456163811,1
62.94097947938781,1,4,A,Sun,43.25811701559417,1
47.65806979360731,3,0,B,Tue,62.810054296637645,0
33.95833448845751,0,2,A,Sun,45.80985128953707,1
15.165295568193448,3,2,A,Wed,37.7583219105549,0
50.81153560694243,1,3,A,Mon,44.36930695272803,1
31.554550009495543,1,9,C,Fri,26.039213316002026,1
44.231698788094995,7,5,A,Fri,55.241303741404586,0
58.44775794360369,3,4,A,Tue,43.77876227845913,1
67.9788112408573,2,0,A,Sat,67.06998006393485,0
37.14021739448734,4,5,B,Wed,47.17527689158755,1
33.92812798842363,4,8,B,Sun,41.040843766414184,0
24.384204840436343,0,0,B,Wed,49.491724542683635,0
69.43556210773576,3,7,A,Tue,52.97202261757341,0
109.16087276023676,3,7,C,Sun,61.890407071645136,0
72.71244163701309,7,2,B,Sun,58.505841312795624,1
79.73392362149195,3,8,C,Tue,51.939614284452915,1
32.98781831641892,2,7,C,Mon,29.594298293706082,1
56.92583599761698,4,2,B,Sat,66.12729605311425,0
65.48056128873833,2,9,A,Wed,33.73342323040812,1
5.828490369859095,2,4,C,Fri,29.675689797419643,1
27.85096432595588,3,2,C,Tue,51.312562780582766,0
91.55913550354457,0,4,A,Mon,46.65036615078867,1
22.088264451801027,0,8,A,Fri,11.067347396933332,1
85.23925788914693,3,3,C,Wed,66.15273938695397,0
22.01329183849806,4,5,A,Tue,27.923927650636728,1
28.512741875873555,6,2,C,Sun,51.77588523860271,1
57.37795943764066,4,2,A,Sat,50.117023603141064,1
48.190863456318944,2,4,A,Tue,52.53221824018657,0
38.82802230104965,2,7,A,Sat,19.744737533147337,1
89.99737706771919,8,7,A,Mon,52.6884779349263,0
24.708923824309604,4,2,A,Mon,51.95799317476546,0
43.46393003137332,3,7,A,Wed,44.28700562097522,0
60.564406082216486,1,7,B,Sat,34.220871307127005,1
53.00377664496736,2,2,C,Tue,53.85216529598229,1
34.46593827781459,1,9,A,Mon,22.4326861469001,1
35.057670594573416,3,9,B,Tue,33.92282494634279,0
67.53139151118967,4,1,B,Wed,53.14838359964944,1
68.9226639576633,0,9,B,Sat,33.667681102598294,0
53.624846981343055,2,1,B,Tue,51.62739219924829,1
30.95142724277668,5,8,A,Fri,21.9165119863909,1
35.58124418821216,5,6,A,Tue,34.66515212732322,1
46.216595320985775,3,5,A,Thu,42.56009984928864,1
49.2473904481991,1,6,A,Thu,34.74694490359605,1
59.51111481383492,3,7,B,Sun,43.637186224761436,0
42.43366186431513,2,0,A,Wed,57.44952789644695,0
66.86515490232938,5,7,C,Wed,41.658591111380574,0
66.53878053916605,1,2,C,Wed,46.430848947637344,0
80.93060263957946,3,2,C,Fri,54.65268234603201,1
47.12187363083858,3,5,C,Sat,55.869100026749386,0
54.02557997910756,4,3,A,Fri,49.98964268858658,1
43.91133483533476,2,3,B,Sun,48.88926581147614,1
31.128779682383637,2,3,A,Tue,35.342318828701465,1
108.03158931289913,1,9,C,Mon,38.02206534017192,1
76.42176430573659,0,8,C,Sat,27.765919033687332,1
65.94270035612655,2,7,C,Thu,32.47714164368162,1
46.40260576585511,2,2,A,Thu,51.00346916870686,1
29.84346296503173,1,0,B,Sun,55.36645761620052,0
71.06015568019512,5,0,A,Thu,57.284360147093224,1
43.56140514011497,7,0,A,Sun,71.20242894024135,0
56.1674518773376,2,3,B,Tue,42.652647793100634,1
35.51739525431399,2,5,A,Tue,28.881827883749217,1
52.16109846655735,2,3,C,Wed,40.45547177158068,1
36.54974411024976,1,2,A,Mon,53.53941529966511,1
37.21274806402006,2,7,C,Wed,44.504471877252776,0
51.86115110657496,2,7,A,Tue,23.299542263886515,1
21.85368481967799,5,5,C,Fri,38.428907730837324,1
22.38713674080829,0,8,C,Wed,19.9000128662035,1
32.80345922872025,3,9,C,Sat,24.230505590025317,1
42.20587954939262,2,0,A,Tue,49.121728381812694,1
67.75432827065406,5,7,C,Tue,46.28620224899996,1
43.29616586735255,3,5,A,Fri,52.37271151096688,0
46.26787858655125,5,0,A,Fri,64.49857922263725,1
40.704549707204755,6,3,A,Fri,60.791449992016716,0
53.991104341241666,3,4,C,Mon,47.841502561419006,1
30.98041869954795,5,6,A,Sat,36.4736499151392,1
44.356387596888325,2,7,C,Tue,23.989081551772216,1
55.89365353306228,0,8,B,Fri,27.164976269117993,0
51.67693839130483,6,5,A,Mon,43.07692355615471,1
46.939222518322936,5,9,C,Thu,31.384980339205924,1
47.19815196610463,3,8,A,Sat,25.023885166137468,1
58.272508297579584,6,3,C,Sun,57.00514657685258,0
110.34620011682702,3,7,A,Sun,45.1772765598964,1
31.975340016697338,1,2,B,Thu,54.71563996358933,0
111.75625228919743,0,3,A,Thu,55.02289172550711,1
31.292706884830203,2,9,A,Tue,18.940911061742682,1
14.179116362174094,2,3,A,Mon,38.06774106201754,1
36.20553831202932,4,5,A,Mon,41.597889791269566,0
54.4456069065042,5,8,A,Thu,40.57151071622727,0
100.06224908172615,1,5,A,Sat,46.72656801483738,0
29.82486159203917,4,0,A,Wed,56.10916380743424,1
58.12035886257987,3,4,B,Thu,44.210035446955345,1
23.56188781678529,2,8,B,Tue,23.923765338007556,1
98.4647344787966,3,4,C,Thu,57.72263251819358,1
77.06370934394702,2,5,B,Sat,39.42648569650393,1
37.24736006492279,3,2,B,Sat,49.783218183585994,1
18.579497529905822,5,7,B,Thu,50.64050447675029,0
82.4490211450806,2,9,A,Mon,36.579234849444276,0
44.235796831104246,5,3,B,Thu,42.032064859738604,1
78.8390158202286,1,3,A,Fri,42.47860038401912,1
46.780035206588536,0,4,C,Fri,47.29893348648073,0
47.68893851901305,4,9,B,Wed,47.26924870710306,0
37.60370766783846,6,8,A,Tue,52.047386698055746,0
61.45633011027932,4,7,B,Tue,43.51579563516441,1
49.31388457506145,3,6,A,Sun,50.25925954340945,0
58.68531512827478,5,4,A,Mon,52.0598475330907,1
20.75201209843495,2,8,A,Tue,27.775901063184037,1
80.06676613745071,2,8,B,Wed,37.53214297299478,1
88.83549673829677,2,9,B,Fri,38.76827870871986,0
49.21039180471855,4,9,C,Mon,47.40926840619656,0
106.8399179133734,3,1,A,Sat,79.0451422275226,0
95.78439454205474,5,3,B,Fri,64.27192973715803,0
62.04283389116845,2,7,B,Wed,38.65096341171992,1
82.91586260670032,2,0,A,Mon,75.88938365757103,0
73.4687451539593,3,4,B,Thu,50.78714967511338,1
18.051409899590197,3,7,A,Tue,27.583495860523968,1
41.085394931514216,4,1,A,Wed,60.36573261726461,1
63.94691355889592,1,1,A,Mon,53.066083212233835,1
91.43068710880411,0,7,B,Fri,42.1467497266582,0
22.751323642360877,1,9,A,Mon,13.799420527638212,1
18.69374341778449,4,8,A,Thu,21.083264864994206,0
45.4769549943384,3,6,A,Wed,54.96101432780038,0
14.737464846693694,4,7,A,Mon,25.763235151901767,1
44.76780702573684,1,4,A,Sat,43.77328565054571,1
55.04252185412334,5,0,A,Wed,64.4065522316465,0
29.16517528935108,3,3,B,Wed,43.667833129849186,1
45.325696756994816,4,1,A,Fri,64.31378172892951,0
70.49048389917495,4,2,B,Sun,49.90245666032365,1
36.12347478537886,4,2,B,Tue,62.00987910775689,0
31.548690808510447,1,8,A,Sun,23.31854846343927,1
44.39252141722217,4,9,A,Sat,32.64172785577598,1
27.685077522312884,3,3,C,Thu,49.809606682469195,1
103.27701401320111,2,1,A,Mon,73.35351763636064,0
47.43259903325463,5,2,A,Sun,61.01238486141594,0
33.12418312886238,4,2,A,Tue,66.34508000421198,0
51.44346550563705,3,6,B,Fri,46.06543659548429,0
44.28191909671929,4,7,B,Tue,44.32204860630549,0
42.054086466282286,4,5,C,Wed,40.592690049391024,1
36.11903980313585,3,3,C,Wed,46.09579320584821,0
35.300059882818296,1,5,A,Thu,27.381082164639338,1
20.991082130921484,2,0,A,Sat,45.4272041514214,1
82.86018633065885,0,9,A,Mon,24.503371498305967,1
60.26263974788183,4,7,A,Mon,45.66417696414483,0
53.718530330600714,1,0,A,Fri,56.87451522616661,1
43.95751503800747,5,4,A,Thu,52.74616007598461,0
28.91857678746776,1,1,A,Mon,45.883525856569364,1
32.16032862136883,4,5,A,Sat,44.90253404712021,0
22.19191381739173,1,8,A,Wed,35.163560380496364,1
34.04627450668138,6,4,C,Thu,62.35042955924215,0
26.984807725396934,4,3,B,Tue,51.158925805490156,0
93.42460350892794,1,1,C,Sun,67.04591700055454,0
68.42071585581363,3,2,A,Sun,54.98222224568115,0
48.358045384189225,3,5,A,Thu,39.59957565309406,1
30.423963109800432,4,7,A,Thu,30.082885669398408,1
27.654526142305116,2,7,A,Sat,40.245356876166895,0
42.67446172007989,4,4,A,Sat,39.88333448828766,1
69.6699499887433,3,4,C,Mon,56.22269274788344,1
22.505113682473525,3,9,C,Sun,23.173882264383767,1
59.91523053712755,2,2,A,Fri,53.635968949662455,0
33.97507618853442,4,6,A,Fri,36.955808335532794,1
36.91470834667248,3,5,A,Sat,50.06681871385034,0
47.72272104353754,1,0,A,Mon,54.146553022384296,1
30.91931731902087,1,3,A,Mon,39.96673220878785,1
41.692780386124724,2,5,A,Mon,41.72671343352628,1
29.6784600296387,2,5,A,Sat,39.018143718807394,1
35.282969717004924,1,2,A,Fri,47.164006139259165,1
64.96093593217998,6,5,A,Mon,56.613833433977426,0
48.84554744134141,2,9,A,Sat,25.355983090528227,1
64.85315749171792,5,5,A,Tue,54.9339123656636,0
33.766044093988796,7,8,C,Tue,42.28288738949599,0
60.11013399795651,5,8,A,Wed,38.550400425995505,1
19.59823428832552,4,1,C,Tue,56.8915339355338,0
47.71314650465531,3,3,C,Thu,54.81797101006353,1
61.86582311108988,4,8,C,Wed,33.8490877967245,1
19.189483032608013,1,3,B,Tue,31.904358177950392,1
33.9542143098422,2,7,B,Thu,41.0195175973898,0
47.69810203139227,4,9,C,Tue,38.89723062766736,0
71.95519851914072,1,2,A,Sat,46.95931827058326,1
35.28080868675718,4,2,A,Sun,60.96673976223337,0
59.0728829566984,6,8,C,Thu,38.4196170898964,1
85.24879136797338,3,9,B,Mon,43.67118257733207,1
60.2758377527645,1,7,C,Sat,28.304443016270568,1
42.41637457347926,2,0,B,Sun,49.579171680557,1
55.15226338578924,4,9,C,Thu,40.668759426375104,0
34.79731345405373,3,1,B,Sat,56.7483854511011,1
48.562323813118354,1,2,B,Mon,50.14495588763769,0
43.38379183115099,7,1,B,Thu,69.55928677111733,0
54.34623329145481,2,2,C,Thu,51.049407351335,0
38.32260331900749,5,7,C,Sun,41.248144985380684,1
55.71697090849998,6,5,C,Sat,44.8842757883771,1
38.15033046585876,1,6,B,Tue,34.723929791095784,1
68.12797611315905,0,9,A,Thu,29.97762266792907,1
39.972116624409075,2,9,A,Tue,15.914763344782699,1
15.03312339865551,3,5,C,Thu,35.053258937190456,1
28.101332386297038,5,0,B,Fri,61.09182451171715,0
47.065680992255395,0,2,A,Wed,45.905690219456986,1
93.05777510291381,0,0,A,Tue,54.241252608584176,1
66.9747417739592,3,9,C,Tue,29.48778983620612,1
13.344308060852414,4,8,C,Sun,32.66118747909658,1
21.45873603834655,3,8,C,Mon,39.89712904991437,0
75.99168126269574,4,4,B,Fri,46.227807581385036,1
61.71446745368618,3,3,A,Mon,58.32474736453062,1
114.91333922783284,5,8,A,Fri,36.07237199174922,1
37.43009324507657,6,8,A,Fri,36.55891328022605,1
30.61014875124605,3,2,C,Sat,39.69977543883611,1
48.2298093513684,4,4,A,Sat,47.50285735836063,1
37.08992406031041,1,2,B,Sat,42.109767047558584,1
72.85987880229246,3,9,B,Thu,28.48377950128959,1
36.49336401594792,3,1,B,Sun,46.611646075288704,1
41.07610675316722,2,0,C,Mon,48.282071492862194,1
28.55545949683545,4,9,A,Wed,27.093013937311824,1
65.00396620545035,3,1,B,Fri,68.8744212456187,0
29.445798955040026,5,7,A,Fri,44.68321013171928,1
56.179758602595,3,7,A,Sun,35.381480729684675,1
100.08470028807972,3,2,A,Tue,69.51101118215668,0
17.823228957907713,2,6,A,Thu,35.49572446359371,1
87.01948459754638,0,6,B,Wed,37.15921466936387,1
52.979717373802806,4,1,B,Sat,51.68051985058589,1
26.33131185668949,3,8,A,Fri,37.00838904199997,1
49.06997951391269,2,2,A,Tue,46.915157731141306,1
64.16635092170122,4,1,B,Mon,58.91995442275298,1
31.588616608735375,6,2,C,Fri,44.298388547760084,1
57.61045622386586,4,1,A,Tue,53.90302822222807,1
90.23756198371527,4,7,B,Mon,54.48320719670443,1
36.471378299916466,2,4,B,Thu,41.60830795589256,1
28.386994703839786,1,2,B,Sat,41.53399064758139,1
44.00175856571836,1,4,A,Sun,53.7689295352343,0
47.88084291028557,1,7,B,Mon,22.350682311358213,1
74.51935689878721,4,6,B,Fri,42.830124796213205,1
43.335851243590724,3,5,B,Wed,51.04211231640046,1
38.039069556741644,4,0,B,Mon,63.357969957295666,0
28.03948118627978,4,9,C,Wed,26.323465489543153,1
19.26919129214941,2,0,A,Wed,61.749566839608256,0
23.978977640856456,6,0,C,Mon,63.03907429761948,1
23.90812101072086,3,9,B,Sun,17.273892286217443,1
41.2804789265087,1,7,B,Sun,31.395929152084108,1
21.144247635399815,3,7,A,Thu,38.00780224474488,1
45.5035624963293,2,6,A,Sun,31.885291836994078,1
99.08785441973974,2,5,B,Mon,54.955416618760964,0
75.478881596514,3,3,B,Sun,52.2398698869446,1
41.095677709430106,3,0,A,Tue,57.69086001392168,1
127.25321929903372,3,8,B,Sat,40.312318807468756,1
47.95765606553025,3,0,A,Wed,40.02889401264396,1
51.07791103539252,6,3,C,Sat,54.293049547009424,1
43.61707597738903,6,2,C,Fri,60.55280425276419,1
45.962685060552026,3,6,A,Wed,35.632740446529475,1
35.88420433458895,3,4,C,Fri,38.12484169921434,1
41.37239841988233,3,4,C,Tue,41.4396475722329,1
87.27988246377608,2,3,A,Tue,68.44370734243998,0
79.0926677820322,3,0,B,Sat,66.49572651908245,0
14.677956773754783,3,4,A,Tue,39.78700287685263,1
22.386502364379368,3,3,B,Mon,43.70944548736683,0
31.799888691246792,1,9,A,Wed,23.831450361151358,0
69.93839072011043,4,7,A,Fri,53.21289348057455,0
79.8773872223177,1,1,A,Sun,63.14732391712323,1
64.05703983547542,4,7,A,Sat,44.25641854521053,1
26.27879398967798,2,0,C,Sat,46.986611597117715,0
36.22806443881175,2,3,A,Tue,48.145891689918855,0
58.05675055553394,5,2,A,Tue,56.80593444660492,1
41.66518594146099,4,4,C,Fri,52.630907743194776,0
39.028885661749,1,4,A,Wed,36.207399630658344,0
39.29516450862477,1,4,B,Wed,31.373055024558553,1
76.45835395605238,5,3,C,Sat,52.282868536115984,1
60.687451912954586,3,7,C,Fri,36.7994697608367,1
40.29401074298559,1,2,A,Sat,34.38858253985902,1
54.072434925145444,1,3,A,Sun,54.81561219375628,0
24.521386255621454,5,0,C,Thu,54.43936521439454,1
36.260868992288195,4,6,A,Wed,40.0361567925122,0
73.19383517662551,4,0,A,Fri,71.60670201065359,0
20.46993610864555,1,1,A,Sun,35.893874432478206,1
61.02029486953623,0,6,A,Fri,33.94363016567666,1
14.592806999647017,4,0,B,Sat,49.914973958071826,0
93.74459515893412,2,2,B,Tue,56.47499427281065,0
35.85711692588033,4,5,C,Fri,37.90119139437765,1
55.83092607007522,1,5,B,Sat,34.58485050456971,1
49.178014623697415,1,5,A,Mon,38.75704632806862,1
49.98944001029258,4,1,A,Tue,54.904604033170386,1
53.6367509911582,2,1,C,Tue,70.22932825301,0
18.614196464105422,1,5,A,Wed,29.397030431650876,1
50.455953910709646,1,9,A,Thu,16.5941385543671,0
42.8039374941948,3,4,C,Wed,40.389092319972036,0
35.95069906350968,4,6,B,Mon,39.20950651930071,0
31.791725394676572,2,6,A,Sat,49.28103937840856,1
51.02654680076221,2,4,C,Tue,42.02169367199856,1
28.561546879023215,4,7,C,Tue,38.25496726206971,1
72.61639284211516,3,9,A,Sun,46.55932408341185,0
57.638530748336805,1,5,C,Fri,32.193168839376284,1
52.41892257207175,1,4,A,Thu,31.518160592734723,1
71.27685532411961,3,3,B,Thu,62.466937877771755,0
17.125737827645718,2,6,C,Fri,18.322878808009634,1
24.123172470088896,3,3,C,Mon,54.71293017884331,0
58.76639867790958,2,4,A,Thu,43.16800312015559,1
32.67895227549411,6,4,A,Tue,49.61606163278433,1
34.663679010727336,7,0,A,Mon,62.449947053600496,1
22.397764484043098,4,0,B,Wed,62.26369539009843,0
28.60048796369067,2,2,A,Wed,52.242530300766575,0
73.32901268413906,2,2,A,Mon,54.073811306639726,1
58.155343056703785,0,1,A,Tue,48.86149367904308,1
50.77454726989208,5,1,A,Sun,50.27254224852139,1
35.30329557337858,2,5,A,Wed,34.091366278829646,1
49.35231261977653,4,0,C,Sat,76.71931626770862,0
76.15682923681388,4,5,A,Tue,49.80194509424974,1
33.06489911795426,4,4,A,Fri,48.325227638599664,1
45.91490219016843,5,5,C,Thu,39.26726480669944,1
96.32479288217213,3,4,B,Sun,48.26219540276078,1
63.686347396568614,3,6,A,Sun,34.72000735619148,1
35.5400498095783,5,0,A,Mon,58.44916500997619,0
61.42934232570195,4,2,B,Thu,46.17387598136089,1
20.300850408098427,3,5,A,Fri,36.22624288286143,1
45.077117904071855,4,0,B,Wed,63.23632940412331,0
61.399823178004894,3,6,A,Sun,44.657439051909584,1
55.37113604734878,3,3,A,Sat,54.52224478469443,0
61.13857049394184,4,2,A,Tue,50.21151514388181,0
67.09895950877839,3,9,B,Sun,34.63787590496261,1
57.30551024310381,1,8,C,Sun,19.309034169540162,1
56.57631535910887,3,0,A,Tue,66.3872348087302,0
51.29854998147224,2,7,B,Fri,29.40292231821499,1
26.992177297899346,2,0,A,Mon,58.56098562786717,0
73.3147375656573,4,4,A,Sun,51.44485472679596,0
45.81738243856783,4,9,C,Sun,34.05510410844111,1
62.99117484664138,1,7,A,Thu,33.78628220084696,1
70.01212538891554,7,5,C,Sat,59.28140968266616,0
36.38293923409739,3,6,B,Wed,26.80283522255519,1
37.895701873081194,2,7,C,Mon,39.63181458137403,1
40.30134332769664,6,5,B,Sat,40.52630508793466,1
79.39001794609227,0,5,A,Sat,42.19270748302393,1
29.885928460701034,6,5,A,Fri,46.232790969259334,0
85.42353137188877,3,4,A,Fri,69.97215615501835,1
51.04281631730938,3,7,A,Tue,35.955670116925255,1
52.67659645260178,5,1,A,Wed,62.46188032783325,0
68.64374680748918,5,6,A,Mon,48.75754334924805,1
48.46686835998717,2,3,C,Tue,56.44368265753105,0
73.67521598299336,4,0,A,Sun,64.70803787338998,1
36.360184936174164,3,4,B,Wed,47.654449770022886,0
84.21285852610916,6,2,C,Thu,65.04510756823994,1
37.68912780314001,1,3,C,Thu,39.761117790047955,1
85.63079762031464,3,6,A,Tue,52.9996935585179,0
38.165397973284975,5,4,A,Mon,41.70601962804372,1
40.84026255642803,3,3,A,Wed,37.850871731194886,1
28.16215570645028,2,0,A,Thu,52.44866614540923,1
31.96778522032244,0,5,A,Thu,42.42505796079997,0
45.921390446274096,1,9,C,Mon,30.6674719388514,1
51.91134110290412,4,5,A,Tue,43.62484153167862,1
71.32360627816286,6,6,B,Fri,47.18605271677982,1
42.194936724000115,2,0,C,Sun,45.38992283141131,1
26.37214863233706,4,3,A,Sat,52.07681049564329,0
55.424706548047354,1,8,A,Sun,30.885931991275548,1
50.35559047382811,1,9,B,Wed,15.97242489520475,1
58.13366559246674,9,5,A,Thu,67.97184456447864,0
34.201146397650426,2,1,B,Sat,44.28004184849142,1
36.110011631452906,2,3,A,Sat,41.24150091570491,1
34.20734296072871,3,5,C,Fri,40.83032184382812,1
77.35309547518176,4,3,A,Sat,62.43405319369611,0
84.57060200088726,2,9,A,Mon,40.93092618704289,1
35.39109944764895,1,6,B,Tue,34.22225064345333,1
35.724914472884535,2,2,A,Wed,44.403322363070906,1
61.71837032227327,1,5,A,Mon,23.742426329962363,1
88.7145479378616,0,3,A,Tue,53.72384294304884,1
97.20567880953399,3,2,A,Mon,61.54335065348984,0
